SEP=;
OBST ID;TYPE;COORD;LAT;LONG;HGT AGL (FT);ELEV MSL (FT);LGT TYPE;LGT HR;MARKINGS
EFINOB 39559;Wind turbine;634651.5N 0252443.9E;63.78096609;25.41218101;703;1146;F R;HN;NIL
EFINOB 39560;Wind turbine;644349.2N 0284512.2E;64.73034361;28.7533975;688;1410;F R;HN;NIL
EFINOB 39561;Wind turbine;644417.6N 0284324.7E;64.73823278;28.72353722;688;1404;F R;HN;NIL
EFINOB 39562;Wind turbine;644357.3N 0284444.9E;64.73259472;28.74580639;688;1410;F R;H24;NIL
EFINOB 39563;Wind turbine;644244.0N 0284805.3E;64.71222806;28.80146083;688;1429;F R;HN;NIL
EFINOB 39889;Wind turbine;622018.3N 0280349.0E;62.33841722;28.06362361;689;1086;F R;HN;NIL
EFINOB 39890;Wind turbine;622030.1N 0280414.3E;62.34169389;28.07063333;689;1195;F R;HN;NIL
EFINOB 39902;Wind turbine;613236.9N 0224853.0E;61.54359306;22.814715;755;1149;FLG W;H24;Y
EFINOB 39904;Wind turbine;613217.8N 0224802.6E;61.53829056;22.80071028;755;1116;FLG W;H24;Y
EFINOB 39954;Mast;624625.9N 0213407.4E;62.77386944;21.56871389;489;588;FLG R;HN;Y
EFINOB 39968;Wind turbine;623744.7N 0220501.2E;62.62908806;22.08367194;755;1214;F R;HN;Y
EFINOB 39969;Wind turbine;623751.3N 0220548.9E;62.63092028;22.09690778;755;1237;F R;HN;Y
EFINOB 39970;Wind turbine;623816.0N 0220425.6E;62.63777111;22.07378833;755;1198;F R;HN;Y
EFINOB 39971;Wind turbine;623811.0N 0220532.7E;62.63640194;22.09240472;755;1231;F R;HN;Y
EFINOB 39972;Wind turbine;623807.0N 0220218.7E;62.63528278;22.03851917;755;1178;F R;HN;Y
EFINOB 39974;Wind turbine;623726.4N 0220832.2E;62.62399528;22.14227611;755;1296;F R;HN;Y
EFINOB 39976;Wind turbine;623710.2N 0220745.9E;62.61949139;22.12942139;755;1313;F R;HN;Y
EFINOB 39983;Wind turbine;623717.7N 0220923.5E;62.62157611;22.15653944;755;1296;F R;HN;Y
EFINOB 39984;Wind turbine;623622.8N 0220552.2E;62.60633389;22.09782944;755;1257;F R;HN;Y
EFINOB 39985;Wind turbine;623628.2N 0220507.2E;62.60782;22.08534278;755;1214;F R;HN;Y
EFINOB 39986;Wind turbine;623625.7N 0220419.5E;62.60712806;22.07208472;755;1198;F R;HN;Y
EFINOB 39989;Wind turbine;625458.0N 0230306.0E;62.91611111;23.05166667;689;962;FLG W;H24;NIL
EFINOB 39995;Wind turbine;623656.4N 0220707.8E;62.61566778;22.11882111;755;1303;F R;HN;Y
EFINOB 39996;Wind turbine;623701.4N 0220846.1E;62.61706;22.14614611;755;1273;F R;HN;Y
EFINOB 39997;Wind turbine;623659.9N 0220641.0E;62.61664028;22.11139694;755;1293;F R;HN;Y
EFINOB 39998;Wind turbine;623703.6N 0221004.0E;62.61765611;22.16776417;755;1283;F R;HN;Y
EFINOB 39999;Wind turbine;623654.8N 0220938.7E;62.61521917;22.16076083;755;1260;F R;HN;Y
EFINOB 40000;Wind turbine;623641.8N 0220600.9E;62.61161778;22.10025556;755;1260;F R;HN;Y
EFINOB 40001;Wind turbine;623719.5N 0220642.2E;62.62207528;22.11171139;755;1293;F R;HN;Y
EFINOB 40002;Wind turbine;623708.4N 0220533.2E;62.61899306;22.09255278;755;1224;F R;HN;Y
EFINOB 40003;Wind turbine;623649.8N 0220524.7E;62.61382778;22.09018556;755;1221;F R;HN;Y
EFINOB 40004;Wind turbine;644101.5N 0283533.2E;64.68374917;28.592545;689;1352;F R;HN;NIL
EFINOB 40005;Wind turbine;644124.2N 0283924.6E;64.69004528;28.65683139;689;1454;F R;H24;NIL
EFINOB 40006;Wind turbine;644128.1N 0284202.0E;64.69115056;28.70056028;689;1533;F R;HN;NIL
EFINOB 40007;Wind turbine;644132.2N 0284106.0E;64.69227806;28.68499917;689;1434;F R;H24;NIL
EFINOB 40008;Wind turbine;623454.0N 0220631.6E;62.58165861;22.10878917;689;1231;F R;H24;NIL
EFINOB 40009;Wind turbine;623418.8N 0220517.5E;62.57189556;22.08818722;689;1168;FLG W;H24;NIL
EFINOB 40010;Wind turbine;623358.2N 0220535.1E;62.56617556;22.09307111;689;1126;FLG W;H24;NIL
EFINOB 40017;Mast;612612.8N 0245417.2E;61.43687583;24.90478333;342;788;F R;HN;Y
EFINOB 40094;Wind turbine;635008.3N 0253407.4E;63.8356425;25.56870889;739;1250;F R;HN;Y
EFINOB 40096;Wind turbine;635031.9N 0253202.7E;63.84219806;25.53409222;739;1214;F R;HN;Y
EFINOB 40097;Wind turbine;635021.7N 0253325.9E;63.83936972;25.55719444;739;1231;F R;HN;Y
EFINOB 40098;Wind turbine;635012.8N 0253225.8E;63.83688639;25.54048806;739;1224;F R;HN;Y
EFINOB 40099;Wind turbine;634946.3N 0253343.9E;63.82952806;25.56219028;739;1247;F R;HN;Y
EFINOB 40100;Wind turbine;635000.9N 0253306.8E;63.83358111;25.55190083;739;1234;F R;HN;Y
EFINOB 40101;Wind turbine;634945.5N 0253435.7E;63.82931167;25.57659111;739;1264;F R;HN;Y
EFINOB 40467;Wind turbine;635205.8N 0230425.8E;63.86827806;23.07382139;653;664;FLG W;H24;NIL
EFINOB 40468;Wind turbine;635147.3N 0230446.5E;63.86312972;23.07959167;653;679;FLG W;H24;NIL
EFINOB 40469;Wind turbine;635127.9N 0230431.0E;63.85776111;23.07529;653;671;FLG W;H24;NIL
EFINOB 40920;Wind turbine;623539.3N 0211825.2E;62.59424583;21.30701139;767;891;FLG W;H24;Y
EFINOB 40921;Wind turbine;623514.1N 0211807.9E;62.58725639;21.30219111;767;878;F R;HN;Y
EFINOB 40922;Wind turbine;623528.5N 0211901.1E;62.59125944;21.3169725;767;898;F R;HN;Y
EFINOB 40923;Wind turbine;623514.1N 0211857.9E;62.58725306;21.31609722;767;898;F R;HN;Y
EFINOB 40924;Wind turbine;623457.6N 0211804.6E;62.58266111;21.30126833;767;878;F R;HN;Y
EFINOB 40925;Wind turbine;623439.9N 0211812.5E;62.57774056;21.30347167;767;888;F R;HN;Y
EFINOB 40926;Wind turbine;623440.7N 0211859.0E;62.57798417;21.31638639;767;886;F R;HN;Y
EFINOB 40927;Wind turbine;623430.7N 0211911.1E;62.57519222;21.31974528;767;881;F R;HN;Y
EFINOB 40928;Wind turbine;623433.0N 0211740.6E;62.57582222;21.2946125;767;878;FLG W;H24;Y
EFINOB 40929;Wind turbine;623412.9N 0211805.8E;62.5702525;21.30161611;767;860;FLG W;H24;Y
EFINOB 40930;Wind turbine;623407.8N 0211852.5E;62.568825;21.31459444;767;858;F R;HN;Y
EFINOB 40931;Wind turbine;623405.9N 0211930.6E;62.56830083;21.32516444;767;852;F R;HN;Y
EFINOB 40932;Wind turbine;623352.6N 0211950.4E;62.56460278;21.33066917;767;858;FLG W;H24;Y
EFINOB 40933;Wind turbine;623539.1N 0212001.8E;62.59418917;21.33384306;767;898;FLG W;H24;Y
EFINOB 40934;Wind turbine;623513.8N 0212021.4E;62.58717167;21.33926611;767;906;FLG W;H24;Y
EFINOB 40935;Wind turbine;623457.2N 0211925.3E;62.58255278;21.32368611;767;890;F R;HN;Y
EFINOB 40936;Wind turbine;623439.2N 0212010.3E;62.57755889;21.33618333;767;881;FLG W;H24;Y
EFINOB 40939;Wind turbine;625442.4N 0243348.5E;62.911775;24.56346889;755;1372;FLG W;H24;NIL
EFINOB 40940;Wind turbine;625510.7N 0243325.7E;62.91965028;24.55713917;755;1405;FLG W;H24;NIL
EFINOB 40941;Wind turbine;625526.8N 0243224.0E;62.92410472;24.53999528;755;1415;F R;H24;Y
EFINOB 40942;Wind turbine;625552.0N 0243149.6E;62.93111028;24.53044917;755;1438;FLG W;H24;NIL
EFINOB 40943;Wind turbine;625543.9N 0243113.8E;62.92887056;24.52050944;755;1438;F R;H24;NIL
EFINOB 40944;Wind turbine;625528.5N 0243140.0E;62.92457111;24.52778861;755;1415;F R;H24;NIL
EFINOB 40945;Wind turbine;625451.2N 0243203.6E;62.9142325;24.5343325;755;1385;FLG W;H24;NIL
EFINOB 40946;Wind turbine;625503.9N 0243121.4E;62.91775111;24.52261806;755;1401;F R;H24;NIL
EFINOB 40947;Wind turbine;625534.1N 0243018.0E;62.92614444;24.50498639;755;1408;FLG W;H24;NIL
EFINOB 40950;Wind turbine;642738.4N 0243847.7E;64.46065667;24.64658194;788;1071;F R;HN;NIL
EFINOB 40954;Wind turbine;642612.4N 0243721.6E;64.43679028;24.62265861;788;1046;F R;HN;NIL
EFINOB 40955;Wind turbine;642710.9N 0244117.9E;64.45301611;24.688305;788;1105;F R;HN;NIL
EFINOB 40957;Wind turbine;642618.0N 0243921.9E;64.43833306;24.65608417;788;1075;F R;HN;NIL
EFINOB 40958;Wind turbine;642653.3N 0243817.1E;64.44813083;24.63809333;788;1064;F R;HN;NIL
EFINOB 40960;Wind turbine;642642.7N 0243644.9E;64.44518361;24.61246;788;1031;F R;HN;NIL
EFINOB 40963;Wind turbine;642723.7N 0243934.5E;64.45659472;24.65958778;788;1082;F R;HN;NIL
EFINOB 40964;Wind turbine;642718.0N 0244026.9E;64.454995;24.67412889;788;1093;F R;HN;NIL
EFINOB 40967;Wind turbine;642643.4N 0243527.4E;64.44539;24.59094444;788;1022;F R;HN;NIL
EFINOB 40969;Wind turbine;642720.7N 0243641.7E;64.45575028;24.61157972;788;1028;F R;HN;NIL
EFINOB 40971;Wind turbine;642749.1N 0243539.7E;64.46363306;24.59437111;788;1027;F R;HN;NIL
EFINOB 40972;Wind turbine;642653.6N 0243447.9E;64.44821111;24.57998556;788;1015;F R;HN;NIL
EFINOB 40979;Wind turbine;642634.6N 0244026.0E;64.44295389;24.67389194;788;1098;F R;HN;NIL
EFINOB 40988;Chimney;605926.6N 0254312.1E;60.99071083;25.72001722;395;718;FLG R;HN;NIL
EFINOB 41000;Mast;651747.7N 0274009.6E;65.29659667;27.66934056;460;1214;FLG R;HN;NIL
EFINOB 41041;Wind turbine;622415.3N 0222004.1E;62.40425778;22.33446139;821;1329;FLG W;H24;NIL
EFINOB 41042;Wind turbine;622405.1N 0222032.8E;62.40140472;22.34244639;821;1370;FLG W;H24;NIL
EFINOB 41043;Wind turbine;622345.1N 0222509.3E;62.39585361;22.41923972;821;1370;FLG W;H24;NIL
EFINOB 41044;Wind turbine;622352.3N 0221903.7E;62.39785722;22.31768583;821;1329;FLG W;H24;NIL
EFINOB 41045;Wind turbine;622348.4N 0221938.6E;62.39678972;22.32738833;821;1346;F R;H24;NIL
EFINOB 41046;Wind turbine;622337.5N 0222021.5E;62.39375472;22.33931528;821;1378;FLG W;H24;NIL
EFINOB 41047;Wind turbine;622405.9N 0222420.3E;62.40163667;22.40563944;821;1387;FLG W;H24;NIL
EFINOB 41048;Wind turbine;622348.6N 0222433.1E;62.39682667;22.40920722;821;1378;F R;H24;NIL
EFINOB 41049;Wind turbine;622323.8N 0222424.7E;62.38994194;22.40687194;821;1378;FLG W;H24;NIL
EFINOB 41053;Wind turbine;621525.4N 0211903.0E;62.25704917;21.31749583;493;508;FLG R;HN;NIL
EFINOB 41056;Wind turbine;640638.7N 0265029.0E;64.11075833;26.84139472;771;1388;FLG W;H24;NIL
EFINOB 41057;Wind turbine;640624.9N 0265006.3E;64.10691972;26.83509528;771;1392;F R;H24;NIL
EFINOB 41058;Wind turbine;640626.6N 0264930.3E;64.1073925;26.82507694;771;1401;FLG W;H24;NIL
EFINOB 41059;Wind turbine;640644.0N 0264947.7E;64.11223528;26.82991167;771;1388;F R;H24;NIL
EFINOB 41060;Wind turbine;640713.9N 0264956.9E;64.12053;26.83246861;771;1405;F R;H24;NIL
EFINOB 41061;Wind turbine;640755.3N 0265036.6E;64.13202;26.8435125;771;1388;F R;H24;NIL
EFINOB 41062;Wind turbine;640814.2N 0265108.6E;64.13727;26.85237944;771;1369;FLG W;H24;NIL
EFINOB 41063;Wind turbine;640756.8N 0265135.9E;64.13243139;26.859985;771;1388;FLG W;H24;NIL
EFINOB 41064;Wind turbine;641046.4N 0264617.4E;64.17956722;26.77151306;771;1362;F R;H24;NIL
EFINOB 41065;Wind turbine;641058.2N 0264552.7E;64.18282278;26.76463333;771;1342;FLG W;H24;NIL
EFINOB 41066;Wind turbine;641106.8N 0264519.1E;64.18523028;26.75531;771;1355;F R;H24;NIL
EFINOB 41068;Wind turbine;641102.9N 0264245.8E;64.1841475;26.71271806;771;1293;F R;H24;NIL
EFINOB 41069;Wind turbine;641158.5N 0264259.9E;64.19959028;26.71663528;771;1313;F R;H24;NIL
EFINOB 41070;Wind turbine;640805.7N 0264401.5E;64.13492972;26.73375;771;1329;F R;H24;NIL
EFINOB 41071;Wind turbine;640755.6N 0264421.6E;64.13210417;26.73932333;771;1333;F R;H24;NIL
EFINOB 41072;Wind turbine;640745.2N 0264515.9E;64.12921389;26.75442667;771;1359;FLG W;H24;NIL
EFINOB 41075;Wind turbine;640852.5N 0264433.2E;64.14791306;26.74256639;771;1326;F R;H24;NIL
EFINOB 41076;Wind turbine;641205.4N 0264354.9E;64.20150361;26.73191667;771;1303;FLG W;H24;NIL
EFINOB 41077;Wind turbine;641219.6N 0264316.7E;64.20543222;26.72131278;771;1293;F R;H24;NIL
EFINOB 41078;Wind turbine;641137.3N 0264335.2E;64.19368611;26.72643361;771;1306;F R;H24;NIL
EFINOB 41079;Wind turbine;640839.6N 0264550.7E;64.14432389;26.76409611;771;1362;FLG W;H24;NIL
EFINOB 41080;Wind turbine;640900.1N 0264408.7E;64.15001861;26.73574333;771;1323;F R;H24;NIL
EFINOB 41081;Wind turbine;641042.4N 0264528.8E;64.1784325;26.75800389;771;1346;F R;H24;NIL
EFINOB 41083;Wind turbine;641138.8N 0264246.3E;64.19410889;26.71286194;771;1310;F R;H24;NIL
EFINOB 41085;Wind turbine;641122.9N 0264254.2E;64.18968917;26.71506917;771;1306;F R;H24;NIL
EFINOB 41086;Wind turbine;641039.3N 0264251.7E;64.17758194;26.71437028;771;1277;F R;H24;NIL
EFINOB 41087;Wind turbine;641027.6N 0264200.9E;64.17432306;26.70024944;771;1270;FLG W;H24;NIL
EFINOB 41088;Wind turbine;641139.8N 0264424.9E;64.19437556;26.74026194;771;1313;F R;H24;NIL
EFINOB 41089;Wind turbine;640909.2N 0264305.2E;64.15256111;26.71812222;771;1270;FLG W;H24;NIL
EFINOB 41091;Wind turbine;641016.4N 0264236.1E;64.17122;26.71003361;771;1264;F R;H24;NIL
EFINOB 41092;Wind turbine;640908.9N 0264342.9E;64.15247333;26.72858667;771;1287;F R;H24;NIL
EFINOB 41093;Wind turbine;640949.4N 0264212.0E;64.16372222;26.70332528;771;1254;FLG W;H24;NIL
EFINOB 41104;Wind turbine;642622.8N 0244108.4E;64.43967389;24.68568028;771;1090;F R;H24;NIL
EFINOB 41105;Wind turbine;642603.1N 0244056.6E;64.43420667;24.68237861;771;1080;F R;H24;NIL
EFINOB 41106;Wind turbine;642614.1N 0244344.0E;64.43724917;24.72888944;771;1103;F R;H24;NIL
EFINOB 41107;Wind turbine;642618.2N 0244156.6E;64.43839472;24.69905361;771;1093;F R;H24;NIL
EFINOB 41108;Wind turbine;642620.3N 0244256.0E;64.43896306;24.71554833;771;1100;F R;H24;NIL
EFINOB 41109;Wind turbine;642636.0N 0244222.9E;64.44332472;24.70635444;771;1106;F R;H24;NIL
EFINOB 41110;Wind turbine;642646.0N 0244109.5E;64.44610111;24.68596083;771;1096;F R;H24;NIL
EFINOB 41111;Wind turbine;642656.0N 0244236.5E;64.44889;24.71015111;771;1113;F R;H24;NIL
EFINOB 41112;Wind turbine;642659.2N 0244147.8E;64.44978583;24.69661667;771;1103;F R;H24;NIL
EFINOB 41113;Wind turbine;642716.6N 0244217.9E;64.45461306;24.70495944;771;1106;F R;H24;NIL
EFINOB 41185;Wind turbine;605241.9N 0231842.5E;60.87830028;23.31180556;788;1239;F R;HN;NIL
EFINOB 41187;Wind turbine;623441.7N 0220712.8E;62.57825417;22.1202325;821;1316;FLG W;H24;NIL
EFINOB 41188;Wind turbine;623540.6N 0220803.2E;62.59461806;22.13422611;801;1313;FLG W;H24;NIL
EFINOB 41189;Wind turbine;623515.5N 0220712.0E;62.58763639;22.1199975;768;1313;F R;H24;NIL
EFINOB 41198;Wind turbine;623629.0N 0245916.9E;62.60805389;24.98804139;722;1569;FLG W;H24;Y
EFINOB 41210;Wind turbine;623449.5N 0220538.9E;62.58041583;22.09413139;768;1313;FLG W;H24;NIL
EFINOB 41211;Wind turbine;623420.1N 0220625.8E;62.57225667;22.10717861;821;1316;F R;H24;NIL
EFINOB 41225;Wind turbine;624609.4N 0213640.8E;62.76928333;21.61132528;755;903;FLG W;HN;Y
EFINOB 41226;Wind turbine;624603.4N 0213549.2E;62.76761639;21.59700056;755;916;F R;HN;Y
EFINOB 41227;Wind turbine;624533.8N 0213426.2E;62.75938278;21.57395111;755;903;FLG W;HN;Y
EFINOB 41228;Wind turbine;624628.6N 0213524.2E;62.77461972;21.59005806;755;903;FLG W;HN;Y
EFINOB 41229;Wind turbine;624554.2N 0213446.3E;62.76504306;21.57952528;755;919;F R;HN;Y
EFINOB 41282;Wind turbine;635137.0N 0235430.3E;63.86027667;23.90841806;771;995;F R;H24;NIL
EFINOB 41283;Wind turbine;635138.3N 0235608.6E;63.86062972;23.93571028;771;1021;F R;HN;NIL
EFINOB 41284;Wind turbine;635130.1N 0235459.7E;63.85837444;23.91658167;771;1011;F R;H24;NIL
EFINOB 41285;Wind turbine;635121.0N 0235649.0E;63.85584722;23.94693333;771;1027;F R;H24;NIL
EFINOB 41286;Wind turbine;635117.9N 0235527.3E;63.85496;23.92424778;771;1024;F R;H24;NIL
EFINOB 41287;Wind turbine;635115.7N 0235607.2E;63.85435417;23.93534361;771;1027;F R;H24;NIL
EFINOB 41288;Wind turbine;635107.2N 0235446.5E;63.85200944;23.91290889;771;1011;F R;HN;NIL
EFINOB 41289;Wind turbine;635104.6N 0235701.9E;63.85128306;23.95052861;771;1034;F R;H24;NIL
EFINOB 41290;Wind turbine;635101.6N 0235735.0E;63.85044806;23.95970917;771;1037;F R;HN;NIL
EFINOB 41291;Wind turbine;634938.9N 0235852.3E;63.82748278;23.98119083;771;1093;F R;HN;NIL
EFINOB 41295;Wind turbine;642613.5N 0243822.1E;64.43709056;24.63948389;821;1087;F R;HN;NIL
EFINOB 41296;Wind turbine;642625.5N 0243612.1E;64.44042083;24.60336417;821;1061;F R;HN;NIL
EFINOB 41297;Wind turbine;642614.3N 0243634.4E;64.43731028;24.60956028;821;1063;F R;HN;NIL
EFINOB 41346;Wind turbine;622926.3N 0222901.3E;62.49063333;22.48369167;755;1175;FLG W;H24;NIL
EFINOB 41347;Wind turbine;622910.1N 0222930.5E;62.48613889;22.49179722;755;1191;FLG W;H24;NIL
EFINOB 41348;Wind turbine;622922.0N 0223107.7E;62.48944722;22.51880278;755;1254;FLG W;H24;NIL
EFINOB 41349;Wind turbine;622915.7N 0223012.9E;62.48769722;22.50357222;755;1191;F R;H24;NIL
EFINOB 41350;Wind turbine;623027.0N 0223022.0E;62.50750833;22.50610833;755;1211;FLG W;H24;NIL
EFINOB 41351;Wind turbine;622948.0N 0223042.4E;62.49665833;22.51178889;755;1195;FLG R;H24;NIL
EFINOB 41352;Wind turbine;623003.4N 0223002.0E;62.50095278;22.50056111;755;1208;F R;H24;NIL
EFINOB 41400;Pole;603349.4N 0271156.4E;60.56372225;27.19899997;329;339;FLG W;HN;Y
EFINOB 41402;Wind turbine;624105.0N 0220516.4E;62.68473472;22.08788639;755;1201;FLG W;H24;Y
EFINOB 41403;Wind turbine;624051.5N 0220435.4E;62.68098;22.07651278;755;1178;FLG W;H24;Y
EFINOB 41404;Wind turbine;624033.8N 0220540.7E;62.67606694;22.09464861;755;1257;FLG W;H24;Y
EFINOB 41405;Wind turbine;624024.7N 0220502.8E;62.67353833;22.08411083;755;1221;FLG W;H24;Y
EFINOB 41406;Wind turbine;624002.9N 0220507.2E;62.667465;22.08533528;755;1211;FLG W;H24;Y
EFINOB 41408;Wind turbine;623919.8N 0220544.0E;62.65549167;22.09555583;755;1237;FLG W;H24;Y
EFINOB 41409;Wind turbine;623959.5N 0220611.7E;62.66652806;22.10325278;755;1267;FLG W;H24;Y
EFINOB 41410;Wind turbine;623840.7N 0220523.0E;62.64463667;22.08971083;755;1228;FLG W;H24;Y
EFINOB 41422;Wind turbine;615213.0N 0224614.0E;61.87027778;22.77055556;694;1133;F R;HN;NIL
EFINOB 41423;Wind turbine;615231.0N 0224507.0E;61.87527778;22.75194444;694;1123;F R;HN;NIL
EFINOB 41424;Wind turbine;615253.0N 0224403.0E;61.88138889;22.73416667;694;1094;F R;HN;NIL
EFINOB 41461;Wind turbine;634747.9N 0253611.8E;63.79663028;25.60327056;739;1296;F R;HN;Y
EFINOB 41462;Wind turbine;634725.7N 0253608.9E;63.79047389;25.60245889;739;1329;F R;HN;Y
EFINOB 41463;Wind turbine;634703.5N 0253527.9E;63.78429556;25.59107639;739;1329;F R;HN;Y
EFINOB 41464;Wind turbine;634650.2N 0253606.2E;63.7806025;25.60171361;739;1316;F R;HN;Y
EFINOB 41465;Wind turbine;634637.8N 0253651.0E;63.77716806;25.61417361;739;1296;F R;HN;Y
EFINOB 41466;Wind turbine;634624.3N 0253736.9E;63.77341222;25.62691389;739;1290;F R;HN;Y
EFINOB 41467;Wind turbine;634549.6N 0253648.9E;63.76377917;25.61359306;739;1231;F R;HN;Y
EFINOB 41468;Wind turbine;634601.7N 0253729.4E;63.76714528;25.62484556;739;1254;F R;HN;Y
EFINOB 41469;Wind turbine;634556.7N 0253818.4E;63.76575722;25.63843889;739;1270;F R;HN;Y
EFINOB 41470;Wind turbine;634743.1N 0253703.9E;63.79530667;25.61774917;739;1296;F R;HN;Y
EFINOB 41471;Wind turbine;634724.6N 0253732.4E;63.79016722;25.62567278;739;1296;F R;HN;Y
EFINOB 41472;Wind turbine;634624.1N 0253556.0E;63.77335806;25.59888333;739;1264;F R;HN;Y
EFINOB 41473;Wind turbine;634712.0N 0253653.2E;63.78667917;25.6147825;739;1313;F R;HN;Y
EFINOB 41474;Wind turbine;634610.7N 0253636.7E;63.769635;25.61020278;739;1257;F R;HN;Y
EFINOB 41475;Wind turbine;634618.6N 0253825.6E;63.77183472;25.64043806;739;1287;F R;HN;Y
EFINOB 41476;Wind turbine;634802.4N 0253534.8E;63.80066861;25.593;739;1296;F R;HN;Y
EFINOB 41479;Wind turbine;604031.0N 0225641.2E;60.67526389;22.94478306;755;1057;FLG W;H24;NIL
EFINOB 41480;Wind turbine;604046.5N 0225651.8E;60.67959611;22.94771944;755;1044;F R;H24;NIL
EFINOB 41481;Wind turbine;604058.8N 0225716.0E;60.683;22.95443972;755;1041;FLG W;H24;NIL
EFINOB 41482;Wind turbine;604107.2N 0225918.0E;60.68532444;22.98833639;755;1060;FLG W;H24;NIL
EFINOB 41483;Wind turbine;604109.5N 0225839.3E;60.6859725;22.97758639;755;1034;F R;H24;NIL
EFINOB 41484;Wind turbine;604129.7N 0225849.4E;60.69158528;22.98038639;755;1041;FLG W;H24;NIL
EFINOB 41506;Wind turbine;634206.2N 0254357.6E;63.70172167;25.73266111;811;1375;F R;HN;Y
EFINOB 41510;Wind turbine;661730.7N 0272606.2E;66.2918475;27.43505167;640;1605;FLG R;HN;Y
EFINOB 41511;Wind turbine;661714.8N 0272534.6E;66.28744778;27.42628861;640;1595;FLG R;H24;Y
EFINOB 41512;Wind turbine;661658.9N 0272453.8E;66.28303306;27.41494417;640;1500;FLG R;HN;Y
EFINOB 41513;Wind turbine;661650.2N 0272526.6E;66.28059944;27.42405361;640;1533;FLG R;H24;Y
EFINOB 41514;Wind turbine;661637.4N 0272719.0E;66.27705028;27.45529139;640;1628;FLG R;H24;Y
EFINOB 41515;Wind turbine;661627.0N 0272849.0E;66.27415806;27.48027167;640;1766;FLG R;HN;Y
EFINOB 41516;Wind turbine;661616.0N 0272715.5E;66.27112139;27.45430639;640;1592;FLG R;H24;Y
EFINOB 41517;Wind turbine;661604.9N 0273003.0E;66.26803694;27.50083778;640;1756;FLG R;H24;Y
EFINOB 41518;Wind turbine;661549.7N 0273055.6E;66.26380111;27.515435;640;1733;FLG R;HN;Y
EFINOB 41519;Wind turbine;661543.9N 0272811.6E;66.26218778;27.46987861;640;1733;FLG R;H24;Y
EFINOB 41520;Wind turbine;661542.6N 0272916.9E;66.26182694;27.48803028;640;1752;FLG R;H24;Y
EFINOB 41521;Wind turbine;661528.2N 0272834.7E;66.25783667;27.47631667;640;1746;FLG R;H24;Y
EFINOB 41522;Wind turbine;661525.8N 0273029.8E;66.25717056;27.50827583;640;1772;FLG R;H24;Y
EFINOB 41523;Wind turbine;661518.8N 0273106.5E;66.25522694;27.51847972;640;1762;FLG R;HN;Y
EFINOB 41524;Wind turbine;661516.9N 0272747.8E;66.2546925;27.4632875;640;1670;FLG R;H24;Y
EFINOB 41525;Wind turbine;661515.6N 0272656.5E;66.25432194;27.44902056;640;1634;FLG R;HN;Y
EFINOB 41526;Wind turbine;661509.1N 0272946.9E;66.25252778;27.49634806;640;1831;FLG R;H24;Y
EFINOB 41527;Wind turbine;661457.5N 0272908.5E;66.24929722;27.48569722;640;1752;FLG R;HN;NIL
EFINOB 41528;Wind turbine;661456.2N 0273053.5E;66.24893389;27.51484889;640;1798;FLG R;H24;Y
EFINOB 41530;Wind turbine;661436.1N 0273027.7E;66.24336167;27.50768639;640;1733;FLG R;H24;Y
EFINOB 41531;Wind turbine;661435.5N 0273108.2E;66.24319;27.51893472;640;1726;FLG R;HN;Y
EFINOB 41581;Wind turbine;625055.8N 0213221.6E;62.84884244;21.53933369;755;853;FLG W;H24;NIL
EFINOB 41582;Wind turbine;625102.6N 0213400.7E;62.8507193;21.56685155;755;829;FLG W;H24;NIL
EFINOB 41583;Wind turbine;625129.0N 0213410.4E;62.85805967;21.5695693;755;820;F R;H24;NIL
EFINOB 41584;Wind turbine;625200.1N 0213408.1E;62.86668265;21.56891781;755;819;FLG W;H24;NIL
EFINOB 41585;Wind turbine;625218.0N 0213455.2E;62.8716693;21.58200603;755;842;FLG W;H24;NIL
EFINOB 41586;Wind turbine;625208.9N 0213526.3E;62.86914953;21.59064974;755;834;F R;H24;NIL
EFINOB 41587;Wind turbine;625143.2N 0213539.3E;62.86200803;21.59425259;755;818;FLG W;H24;NIL
EFINOB 41601;Mast;630714.7N 0215842.2E;63.12074556;21.97837694;476;542;FLG R;HN;Y
EFINOB 41614;Wind turbine;623705.3N 0220819.3E;62.61815056;22.13870306;778;1313;F R;HN;Y
EFINOB 41617;Wind turbine;624104.7N 0221157.0E;62.68463778;22.19917333;886;1313;F R;HN;Y
EFINOB 41618;Wind turbine;624004.3N 0220955.3E;62.66786944;22.16537417;814;1313;F R;HN;Y
EFINOB 41619;Wind turbine;623956.6N 0221048.6E;62.66571806;22.18018028;808;1313;F R;HN;Y
EFINOB 41620;Wind turbine;623943.7N 0221219.1E;62.66214722;22.20530583;827;1313;F R;HN;Y
EFINOB 41621;Wind turbine;624034.9N 0221220.2E;62.67636833;22.2056225;886;1313;F R;HN;Y
EFINOB 41622;Wind turbine;623950.6N 0221304.9E;62.66406694;22.21804;755;1313;F R;HN;Y
EFINOB 41623;Wind turbine;623947.6N 0221155.7E;62.66321972;22.198815;827;1313;F R;HN;Y
EFINOB 41624;Wind turbine;624025.9N 0221119.4E;62.67387306;22.18873167;850;1313;F R;HN;Y
EFINOB 41626;Wind turbine;624044.1N 0220828.3E;62.67890528;22.14120306;854;1313;F R;HN;Y
