SEP=;
OBST ID;TYPE;COORD;LAT;LONG;HGT AGL (FT);ELEV MSL (FT);LGT TYPE;LGT HR;MARKINGS
EFINOB 33609;Wind turbine;673828.4N 0254140.5E;67.64122146;25.69457056;591;1921;F R;HN;NIL
EFINOB 33610;Wind turbine;673830.3N 0254214.3E;67.64173637;25.70396361;591;1836;F R;HN;NIL
EFINOB 33611;Wind turbine;673830.8N 0254248.1E;67.64189996;25.71337332;591;1750;F R;HN;NIL
EFINOB 33612;Wind turbine;673833.1N 0254319.7E;67.6425158;25.72214919;591;1682;F R;HN;NIL
EFINOB 33613;Wind turbine;673804.4N 0254526.6E;67.63454566;25.7574004;591;1720;F R;HN;NIL
EFINOB 33614;Wind turbine;673759.8N 0254604.9E;67.63326826;25.76802143;591;1751;F R;HN;NIL
EFINOB 33615;Wind turbine;673756.8N 0254643.2E;67.6324415;25.77865325;591;1798;F R;HN;NIL
EFINOB 33616;Wind turbine;673758.3N 0254730.5E;67.63286403;25.79179375;591;1837;F R;HN;NIL
EFINOB 33617;Wind turbine;673802.8N 0254806.9E;67.63409848;25.80190529;591;1899;F R;HN;NIL
EFINOB 33618;Wind turbine;673758.9N 0254837.4E;67.63304015;25.81038575;591;1952;F R;HN;NIL
EFINOB 33619;Wind turbine;673808.3N 0254915.1E;67.63562783;25.820872;591;1978;F R;HN;NIL
EFINOB 33620;Wind turbine;673817.6N 0254952.9E;67.63821654;25.83135767;591;1981;F R;HN;NIL
EFINOB 33621;Wind turbine;673833.9N 0255017.5E;67.64275616;25.83820404;591;1962;F R;HN;NIL
EFINOB 33622;Wind turbine;673837.7N 0255103.8E;67.64379406;25.85105905;591;1906;F R;HN;NIL
EFINOB 33632;Wind turbine;672138.7N 0261237.9E;67.36074123;26.21054051;657;1721;F R;HN;Y
EFINOB 33633;Wind turbine;672143.3N 0261134.8E;67.36203857;26.19300795;657;1747;F R;HN;Y
EFINOB 33634;Wind turbine;672156.1N 0261356.9E;67.36559284;26.23247871;657;1691;F R;HN;Y
EFINOB 33635;Wind turbine;672034.8N 0261513.5E;67.34299627;26.25374259;657;1700;F R;HN;Y
EFINOB 33636;Wind turbine;672057.5N 0261432.4E;67.34929486;26.2423452;657;1713;F R;HN;Y
EFINOB 33637;Wind turbine;672112.8N 0261207.3E;67.35355805;26.20202238;657;1700;F R;HN;Y
EFINOB 33638;Wind turbine;672113.9N 0261338.3E;67.35387267;26.22729471;657;1702;F R;HN;Y
EFINOB 33639;Wind turbine;672133.9N 0261415.8E;67.35940499;26.23772532;657;1708;F R;HN;Y
EFINOB 33640;Wind turbine;672013.9N 0261445.3E;67.33718274;26.24592211;657;1748;F R;HN;Y
EFINOB 33675;Wind turbine;634746.3N 0252003.0E;63.79618814;25.33415436;657;1115;F R;HN;NIL
EFINOB 33718;Mast;642504.5N 0271742.4E;64.41791438;27.29510184;394;937;F R;HN;Y
EFINOB 33722;Mast;640611.2N 0265443.8E;64.10310055;26.91215415;460;1068;F R;HN;Y
EFINOB 33724;Mast;661629.7N 0234632.2E;66.27490406;23.77561443;460;970;F R;HN;Y
EFINOB 33726;Mast;615552.8N 0213353.1E;61.93132457;21.56474131;394;527;F R;HN;Y
EFINOB 33727;Mast;620558.1N 0213826.2E;62.099466;21.64061327;394;625;F R;HN;Y
EFINOB 33757;Wind turbine;642112.1N 0240449.2E;64.35336578;24.08033009;655;740;F R;HN;Y
EFINOB 33758;Wind turbine;642142.9N 0240437.8E;64.36190687;24.0771663;655;730;F R;HN;Y
EFINOB 33759;Wind turbine;642132.6N 0240451.3E;64.35905242;24.08090553;655;737;F R;HN;Y
EFINOB 33760;Wind turbine;642158.7N 0240159.3E;64.36630061;24.03313253;655;698;F R;HN;Y
EFINOB 33761;Wind turbine;642154.1N 0240238.7E;64.36503301;24.04408508;655;708;F R;HN;Y
EFINOB 33762;Wind turbine;642139.7N 0240236.4E;64.36102364;24.04343692;655;714;F R;HN;Y
EFINOB 33763;Wind turbine;642149.0N 0240329.2E;64.3636199;24.05810082;655;740;F R;HN;Y
EFINOB 33764;Wind turbine;642147.2N 0240405.1E;64.36312287;24.06809484;655;744;F R;HN;Y
EFINOB 33765;Wind turbine;642132.0N 0240336.3E;64.35890092;24.0600784;655;760;F R;HN;Y
EFINOB 33766;Wind turbine;642123.3N 0240355.0E;64.35646784;24.06528971;655;753;F R;HN;Y
EFINOB 33767;Wind turbine;642117.6N 0240422.2E;64.35488559;24.07284129;655;747;F R;HN;Y
EFINOB 33773;Mast;601915.3N 0215754.7E;60.32091964;21.96519586;480;641;FLG R;H24;Y
EFINOB 33790;Mast;602238.5N 0261929.0E;60.3773568;26.32471693;378;428;F R;HN;Y
EFINOB 33819;Wind turbine;602714.3N 0230234.4E;60.45397628;23.04290221;689;992;FLG W;H24;Y
EFINOB 33862;Wind turbine;614426.6N 0254725.2E;61.74071544;25.79033054;644;1213;F R;HN;Y
EFINOB 33873;Chimney;650215.3N 0252604.2E;65.03758851;25.4344938;427;444;FLG R;HN;NIL
EFINOB 33874;Wind turbine;652334.5N 0251715.9E;65.39293006;25.28775116;411;419;FLG R;HN;Y
EFINOB 33919;Mast;620257.7N 0253811.1E;62.04936351;25.63642413;394;1053;F R;HN;Y
EFINOB 33942;Wind turbine;642122.0N 0242933.0E;64.35610673;24.49249433;657;835;F R;HN;Y
EFINOB 33944;Wind turbine;642103.0N 0242804.9E;64.35083616;24.46804129;657;819;F R;HN;Y
EFINOB 33945;Wind turbine;642046.0N 0242959.0E;64.3461091;24.49972159;657;841;F R;HN;Y
EFINOB 33955;Mast;635847.5N 0245922.7E;63.97987426;24.98962922;460;822;FLG R;HN;Y
EFINOB 33957;Mast;635332.3N 0244547.1E;63.89231443;24.76306968;460;865;FLG R;HN;Y
EFINOB 33959;Mast;604958.9N 0224549.0E;60.83301758;22.76361289;394;700;F R;HN;Y
EFINOB 33965;Wind turbine;643240.4N 0244140.9E;64.54454728;24.694691;657;1003;F R;HN;Y
EFINOB 33966;Wind turbine;643225.5N 0244208.1E;64.54041788;24.70223817;657;1004;F R;HN;Y
EFINOB 33967;Wind turbine;643211.2N 0244236.7E;64.53644737;24.71018942;657;1006;F R;HN;Y
EFINOB 33968;Wind turbine;643217.3N 0244057.5E;64.53814892;24.68264022;657;955;F R;HN;Y
EFINOB 33969;Wind turbine;643202.1N 0244137.4E;64.53392801;24.69371747;657;970;F R;HN;Y
EFINOB 33970;Wind turbine;643149.5N 0244204.4E;64.53040512;24.70121697;657;963;F R;HN;Y
EFINOB 33972;Wind turbine;643050.1N 0244338.5E;64.51392736;24.72735103;657;981;F R;HN;Y
EFINOB 33973;Wind turbine;643048.1N 0244452.5E;64.5133612;24.74792743;657;1001;F R;HN;Y
EFINOB 33974;Wind turbine;643106.7N 0244537.4E;64.51851749;24.76037962;657;1006;F R;HN;Y
EFINOB 34113;Mast;643219.1N 0244026.6E;64.53862938;24.67404641;394;677;F R;HN;Y
EFINOB 34309;Mast;610701.9N 0240703.2E;61.1172039;24.1175482;335;775;F R;HN;Y
EFINOB 34364;Wind turbine;641823.7N 0235843.9E;64.30658608;23.97885204;655;743;FLG R;H24;NIL
EFINOB 34365;Wind turbine;641858.0N 0235930.3E;64.31610396;23.99176092;655;737;FLG R;H24;NIL
EFINOB 34366;Wind turbine;641839.6N 0235830.9E;64.31100065;23.97526284;655;740;FLG R;H24;NIL
EFINOB 34367;Wind turbine;641851.2N 0235810.1E;64.31421138;23.96948585;655;742;FLG R;H24;NIL
EFINOB 34368;Wind turbine;641847.1N 0235949.8E;64.31307694;23.99717765;655;738;FLG R;H24;NIL
EFINOB 34369;Wind turbine;641835.4N 0235917.2E;64.30983582;23.98811463;655;746;FLG R;H24;NIL
EFINOB 34370;Wind turbine;641832.1N 0235731.6E;64.30891142;23.95879159;655;726;FLG R;H24;NIL
EFINOB 34371;Wind turbine;641845.3N 0235721.3E;64.31259477;23.95591602;655;714;FLG R;H24;NIL
EFINOB 34372;Wind turbine;641811.5N 0235810.7E;64.30319056;23.96964212;655;736;FLG R;H24;NIL
EFINOB 34373;Wind turbine;641821.9N 0235750.9E;64.30609156;23.96413631;655;729;FLG R;H24;NIL
EFINOB 34374;Wind turbine;641900.4N 0235727.7E;64.31679135;23.95769068;655;717;FLG R;H24;NIL
EFINOB 34397;Mast;614158.6N 0214243.9E;61.69962297;21.71220438;394;516;F R;HN;Y
EFINOB 34402;Mast;640705.2N 0234228.2E;64.11812475;23.70783889;361;428;F R;HN;Y
EFINOB 34681;Mast;631750.8N 0222743.1E;63.29744812;22.46196802;361;473;F R;HN;Y
EFINOB 34724;Wind turbine;603238.4N 0271033.3E;60.54400694;27.17592599;614;621;FLG R;HN;Y
EFINOB 34725;Wind turbine;603301.9N 0271026.5E;60.55052416;27.17402534;614;622;FLG R;HN;Y
EFINOB 34747;Mast;624305.1N 0262414.6E;62.71808043;26.40404793;394;1002;F R;HN;Y
EFINOB 34748;Mast;624349.4N 0251412.0E;62.73039473;25.23666277;394;1068;F R;HN;Y
EFINOB 34750;Mast;623635.0N 0245941.7E;62.60971955;24.99492099;394;1225;F R;HN;Y
EFINOB 34751;Mast;625542.3N 0262852.7E;62.92842818;26.48131417;394;1084;F R;HN;Y
EFINOB 34780;Wind turbine;622018.8N 0212311.8E;62.33855297;21.38660416;607;657;F R;HN;Y
EFINOB 34781;Wind turbine;622041.1N 0212318.1E;62.34474626;21.38837016;607;681;F R;HN;Y
EFINOB 34782;Wind turbine;622102.9N 0212320.9E;62.35081406;21.38914677;607;658;F R;HN;Y
EFINOB 34783;Wind turbine;622058.8N 0212359.7E;62.34966699;21.39990411;607;715;F R;HN;Y
EFINOB 34784;Wind turbine;622042.2N 0212413.7E;62.34505236;21.4038057;607;712;F R;HN;Y
EFINOB 34811;Mast;672353.7N 0270427.1E;67.39824302;27.07418594;338;1325;F R;HN;Y
EFINOB 34911;Mast;623527.0N 0220557.0E;62.59084695;22.09917778;394;970;F R;HN;Y
EFINOB 34936;Mast;631942.7N 0222750.3E;63.32852856;22.46396412;358;449;F R;NIL;Y
EFINOB 34937;Mast;624309.8N 0213531.3E;62.71939349;21.59203188;375;507;F R;HN;Y
EFINOB 34939;Wind turbine;641223.6N 0242101.6E;64.20656398;24.3504486;683;847;F R;HN;NIL
EFINOB 34940;Wind turbine;641226.1N 0242010.5E;64.20724354;24.33623828;683;854;F R;HN;NIL
EFINOB 34941;Wind turbine;641234.7N 0241926.2E;64.20964936;24.32393577;683;850;F R;HN;NIL
EFINOB 34942;Wind turbine;641242.4N 0242102.8E;64.21177544;24.35077717;683;863;F R;HN;NIL
EFINOB 34943;Wind turbine;641254.7N 0242017.8E;64.2152008;24.33828096;683;866;F R;HN;NIL
EFINOB 34944;Wind turbine;641224.0N 0241813.3E;64.20665484;24.30370108;683;849;F R;HN;NIL
EFINOB 34945;Wind turbine;641305.0N 0241921.1E;64.21805479;24.3225181;683;851;F R;HN;NIL
EFINOB 34946;Wind turbine;641242.3N 0241849.2E;64.21173864;24.31365776;683;849;F R;HN;NIL
EFINOB 34947;Wind turbine;641237.7N 0242144.9E;64.21048334;24.3624676;683;869;F R;HN;NIL
EFINOB 34949;Wind turbine;641501.9N 0241352.5E;64.25053659;24.23125915;683;833;F R;H24;NIL
EFINOB 34950;Wind turbine;641446.6N 0241457.2E;64.2462648;24.24921533;683;823;F R;HN;NIL
EFINOB 34951;Wind turbine;641519.1N 0241414.1E;64.25530602;24.23726199;683;834;F R;HN;NIL
EFINOB 34952;Wind turbine;641500.8N 0241438.7E;64.25021066;24.24407353;683;821;F R;H24;NIL
EFINOB 34972;Wind turbine;635959.6N 0243003.8E;63.99988248;24.50104468;683;975;F R;HN;NIL
EFINOB 34973;Wind turbine;635943.2N 0243023.8E;63.99533407;24.50661462;683;982;F R;HN;NIL
EFINOB 34974;Wind turbine;640007.8N 0243108.5E;64.00217541;24.51902701;683;967;F R;H24;NIL
EFINOB 34975;Wind turbine;640004.6N 0243201.2E;64.0012725;24.53366274;683;997;F R;H24;NIL
EFINOB 34976;Wind turbine;640001.6N 0243242.3E;64.0004474;24.54508302;683;1017;F R;HN;NIL
EFINOB 34977;Wind turbine;635941.4N 0243335.0E;63.9948319;24.5597217;683;1024;F R;H24;NIL
EFINOB 34978;Wind turbine;635916.0N 0243347.3E;63.98777649;24.56315229;683;1028;F R;HN;NIL
EFINOB 34979;Wind turbine;635943.3N 0243144.3E;63.99535064;24.52896038;683;991;F R;H24;NIL
EFINOB 34980;Wind turbine;635859.2N 0243409.7E;63.98311053;24.56935539;683;1037;F R;HN;NIL
EFINOB 35021;Mast;621622.9N 0224934.6E;62.27301923;22.82627277;394;893;F R;HN;Y
EFINOB 35053;Wind turbine;644426.2N 0284304.0E;64.74061875;28.71777714;755;1520;F R;HN;NIL
EFINOB 35055;Wind turbine;644310.9N 0285554.9E;64.71969219;28.93191589;755;1534;F R;HN;NIL
EFINOB 35081;Wind turbine;623210.6N 0225825.4E;62.53627029;22.97373108;657;1012;FLG W;H24;NIL
EFINOB 35082;Wind turbine;623224.6N 0225805.3E;62.54015419;22.96814495;657;1011;FLG W;H24;NIL
EFINOB 35116;Wind turbine;641849.9N 0235857.2E;64.31386016;23.98255159;655;735;FLG R;H24;NIL
EFINOB 35168;Wind turbine;641623.8N 0240245.0E;64.27327197;24.04582001;676;781;F R;HN;Y
EFINOB 35169;Wind turbine;641546.4N 0240142.6E;64.262895;24.02850413;676;760;F R;HN;Y
EFINOB 35170;Wind turbine;641544.8N 0240249.0E;64.26244257;24.0469353;676;774;F R;HN;Y
EFINOB 35171;Wind turbine;641606.7N 0240340.8E;64.26851441;24.06133502;676;799;F R;HN;Y
EFINOB 35172;Wind turbine;641542.4N 0240343.9E;64.26177956;24.0622;676;790;F R;HN;Y
EFINOB 35173;Wind turbine;641527.5N 0240407.8E;64.25763833;24.0688424;676;794;F R;HN;Y
EFINOB 35174;Wind turbine;641515.1N 0240434.1E;64.25420535;24.07614933;676;804;F R;HN;Y
EFINOB 35175;Wind turbine;641500.1N 0240458.7E;64.25001552;24.08297404;676;798;F R;HN;Y
EFINOB 35177;Wind turbine;641512.6N 0240621.8E;64.25348998;24.10605002;676;825;F R;HN;NIL
EFINOB 35178;Wind turbine;641505.0N 0240550.4E;64.25139144;24.097339;676;818;F R;HN;Y
EFINOB 35179;Wind turbine;641525.6N 0240532.3E;64.25712237;24.09231377;676;823;F R;HN;Y
EFINOB 35180;Wind turbine;641546.5N 0240429.7E;64.26292541;24.07491303;676;814;F R;HN;Y
EFINOB 35181;Wind turbine;641604.2N 0240439.9E;64.26783789;24.07774203;676;825;F R;HN;Y
EFINOB 35183;Wind turbine;641544.4N 0240526.3E;64.26234095;24.09064963;676;821;F R;HN;Y
EFINOB 35185;Wind turbine;641622.2N 0240530.6E;64.27284104;24.09183612;676;834;F R;HN;Y
EFINOB 35187;Wind turbine;641621.5N 0240415.1E;64.27263753;24.07085185;676;825;F R;HN;Y
EFINOB 35190;Wind turbine;641714.3N 0240048.0E;64.28730119;24.01333199;676;776;F R;HN;Y
EFINOB 35191;Wind turbine;641705.8N 0240140.5E;64.28495196;24.02792929;676;774;F R;HN;Y
EFINOB 35192;Wind turbine;641644.9N 0240151.1E;64.27914735;24.03087385;676;778;F R;HN;Y
EFINOB 35193;Wind turbine;641601.4N 0240247.9E;64.26705343;24.04664847;676;774;F R;HN;Y
EFINOB 35194;Wind turbine;641633.1N 0240119.5E;64.27586275;24.02208878;676;779;F R;HN;Y
EFINOB 35195;Wind turbine;641608.6N 0240136.6E;64.26905547;24.02682937;676;766;F R;HN;Y
EFINOB 35214;Wind turbine;615002.7N 0214151.3E;61.83407583;21.69758694;676;821;F R;HN;Y
EFINOB 35215;Wind turbine;614951.9N 0214248.5E;61.83108408;21.71346018;676;814;F R;HN;Y
EFINOB 35216;Wind turbine;615019.9N 0214251.7E;61.83885561;21.71436839;676;818;F R;HN;Y
EFINOB 35217;Wind turbine;615022.9N 0214155.4E;61.83969143;21.69872747;676;819;F R;HN;Y
EFINOB 35218;Wind turbine;615045.5N 0214203.4E;61.84595859;21.70093671;676;823;F R;HN;Y
EFINOB 35219;Wind turbine;615059.4N 0214237.8E;61.84982785;21.71049367;676;832;F R;HN;Y
EFINOB 35220;Wind turbine;615129.6N 0214215.5E;61.85821273;21.7043184;676;840;F R;HN;Y
EFINOB 35221;Wind turbine;615109.0N 0214202.1E;61.85250475;21.70058445;676;838;F R;HN;Y
EFINOB 35241;Mast;625055.9N 0213320.9E;62.84887154;21.55579828;460;536;FLG R;HN;NIL
EFINOB 35279;Mast;594833.6N 0225446.9E;59.80932021;22.91303909;342;378;F R;HN;Y
EFINOB 35283;Mast;624642.9N 0224814.6E;62.77857095;22.80404224;516;817;FLG W;H24;Y
EFINOB 35351;Wind turbine;613553.5N 0213057.0E;61.59820025;21.51582498;575;584;F R;HN;NIL
EFINOB 35353;Wind turbine;613608.6N 0213048.2E;61.60240078;21.51339007;575;575;F R;HN;NIL
EFINOB 35382;Mast;631658.1N 0253737.9E;63.28281768;25.62720004;460;1026;FLG R;HN;NIL
EFINOB 35385;Mast;630325.2N 0245216.4E;63.0569898;24.87121908;460;1119;FLG R;HN;NIL
EFINOB 35399;Wind turbine;654646.9N 0241110.7E;65.77969579;24.18630247;575;579;F R;HN;NIL
EFINOB 35400;Wind turbine;654637.2N 0240937.7E;65.77700084;24.16046739;575;580;F R;HN;NIL
EFINOB 35415;Mast;661421.2N 0245844.0E;66.23921399;24.97889673;404;905;FLG R;HN;Y
EFINOB 35429;Wind turbine;641510.9N 0241307.6E;64.25303736;24.2187777;683;838;F R;HN;NIL
EFINOB 35430;Wind turbine;641449.5N 0241301.9E;64.24708733;24.21720252;683;840;F R;HN;NIL
EFINOB 35451;Wind turbine;643104.3N 0244304.2E;64.51785274;24.71783179;657;992;F R;HN;Y
EFINOB 35484;Wind turbine;644714.0N 0245402.1E;64.78721771;24.90059246;617;711;NIL;NIL;NIL
EFINOB 35506;Mast;651929.1N 0260404.0E;65.32474796;26.06776418;394;710;F R;HN;Y
EFINOB 35571;Wind turbine;622511.2N 0215708.4E;62.41976669;21.95234441;607;1094;FLG R;HN;NIL
EFINOB 35572;Wind turbine;622458.4N 0215644.1E;62.41622783;21.94557001;607;1114;FLG R;HN;NIL
EFINOB 35573;Wind turbine;622440.8N 0215631.1E;62.41132027;21.94197693;607;1101;FLG R;H24;NIL
EFINOB 35574;Wind turbine;622424.8N 0215608.8E;62.40689361;21.93578241;607;1094;FLG W;H24;NIL
EFINOB 35575;Wind turbine;622415.2N 0215639.7E;62.40422807;21.94435912;607;1045;FLG W;H24;NIL
EFINOB 35576;Wind turbine;622446.2N 0220111.2E;62.41284251;22.01977398;607;1045;FLG W;H24;NIL
EFINOB 35577;Wind turbine;622427.0N 0220129.0E;62.4075059;22.02473506;607;1091;FLG R;H24;NIL
EFINOB 35578;Wind turbine;622415.6N 0220057.6E;62.40434113;22.01599259;607;1048;FLG R;H24;NIL
EFINOB 35579;Wind turbine;622359.4N 0220054.8E;62.39984309;22.01522947;607;1098;FLG R;H24;NIL
EFINOB 35580;Wind turbine;613629.7N 0213059.7E;61.60825305;21.51658723;427;440;FLG R;H24;NIL
EFINOB 35620;Mast;634250.4N 0255542.0E;63.71400281;25.92832823;357;927;F R;HN;Y
EFINOB 35631;Wind turbine;620515.9N 0223327.9E;62.08775581;22.5577509;688;1187;F R;HN;NIL
EFINOB 35632;Wind turbine;620523.6N 0223414.5E;62.08989771;22.57070683;688;1173;F R;HN;NIL
EFINOB 35633;Wind turbine;620540.1N 0223334.0E;62.09447614;22.5594544;688;1180;F R;H24;NIL
EFINOB 35634;Wind turbine;620544.3N 0223421.6E;62.09562792;22.57266908;688;1164;F R;H24;NIL
EFINOB 35636;Wind turbine;620602.9N 0223417.3E;62.10080258;22.57146249;688;1180;F R;H24;NIL
EFINOB 35637;Wind turbine;620605.6N 0223502.4E;62.10154823;22.58398888;688;1154;F R;HN;NIL
EFINOB 35675;Wind turbine;602739.8N 0230253.6E;60.46106442;23.04822965;670;940;F R;HN;Y
EFINOB 35676;Wind turbine;602751.2N 0230302.1E;60.46421778;23.05058806;670;959;F R;HN;Y
EFINOB 35686;Wind turbine;623555.4N 0230533.7E;62.59871092;23.09270279;611;953;F R;H24;NIL
EFINOB 35688;Wind turbine;623551.8N 0230454.9E;62.59772146;23.08191198;611;956;F R;H24;NIL
EFINOB 35697;Wind turbine;644816.1N 0245355.9E;64.80448179;24.89885639;607;689;F R;H24;NIL
EFINOB 35698;Wind turbine;644747.0N 0245426.8E;64.79640069;24.90743298;596;686;F R;H24;NIL
EFINOB 35699;Wind turbine;644730.9N 0245459.3E;64.79190476;24.91647202;607;707;F R;H24;NIL
EFINOB 35700;Wind turbine;644716.8N 0245537.7E;64.78799671;24.92715022;609;716;F R;H24;NIL
EFINOB 35701;Wind turbine;644714.0N 0245402.1E;64.78721944;24.90058472;596;689;F R;H24;NIL
EFINOB 35702;Wind turbine;644704.2N 0245433.7E;64.78450098;24.90935993;607;707;F R;H24;NIL
EFINOB 35703;Wind turbine;644654.2N 0245516.4E;64.78172349;24.92123311;609;715;F R;H24;NIL
EFINOB 35704;Wind turbine;644632.7N 0245445.0E;64.77574784;24.91249905;609;713;FLG W;H24;NIL
EFINOB 35733;Wind turbine;644832.2N 0245332.1E;64.80895036;24.89224671;597;671;FLG W;H24;NIL
EFINOB 35739;Wind turbine;620614.7N 0223345.9E;62.10408507;22.56273892;688;1154;F R;HN;NIL
EFINOB 35740;Wind turbine;620621.2N 0223437.5E;62.1058893;22.57707732;688;1167;F R;HN;NIL
EFINOB 35746;Wind turbine;623601.6N 0230511.4E;62.60043361;23.08650222;611;955;F R;H24;NIL
EFINOB 35781;Chimney;621416.4N 0254843.3E;62.23788306;25.81203626;427;696;FLG R;HN;NIL
EFINOB 35810;Wind turbine;654557.5N 0241155.7E;65.76596377;24.19880577;575;575;F R;HN;NIL
EFINOB 35811;Wind turbine;654654.8N 0241040.3E;65.78189583;24.1778598;575;627;F R;HN;NIL
EFINOB 35812;Wind turbine;654609.4N 0240922.1E;65.76928554;24.15613705;575;584;F R;HN;NIL
EFINOB 35823;Wind turbine;653320.7N 0251758.3E;65.55575384;25.29951651;694;845;F R;H24;NIL
EFINOB 35824;Wind turbine;653250.5N 0251918.3E;65.54736179;25.32175659;599;743;F R;H24;NIL
EFINOB 35825;Wind turbine;653217.7N 0251818.3E;65.53824221;25.30507773;694;809;F R;H24;NIL
EFINOB 35858;Wind turbine;650215.5N 0250350.8E;65.03763944;25.06411667;476;485;FLG R;HN;NIL
EFINOB 35880;Wind turbine;644110.7N 0283646.3E;64.68631673;28.61287306;755;1447;F R;H24;NIL
EFINOB 35881;Wind turbine;644106.9N 0283733.1E;64.68525011;28.62587076;755;1451;F R;HN;NIL
EFINOB 35883;Wind turbine;644127.4N 0283844.6E;64.69095422;28.64573523;755;1500;F R;HN;NIL
EFINOB 35888;Wind turbine;644140.8N 0284151.6E;64.69466714;28.69765812;755;1575;F R;H24;NIL
EFINOB 35893;Wind turbine;644214.4N 0284907.2E;64.7039925;28.81866944;755;1497;F R;HN;NIL
EFINOB 35903;Wind turbine;644329.8N 0285424.1E;64.72493121;28.90669001;755;1506;F R;HN;NIL
EFINOB 35906;Wind turbine;644234.0N 0284823.1E;64.70945617;28.80642402;755;1493;F R;H24;NIL
EFINOB 35907;Wind turbine;644345.6N 0284759.2E;64.72933806;28.79979111;755;1497;F R;HN;NIL
EFINOB 35908;Wind turbine;644336.6N 0284837.1E;64.72684;28.81029306;755;1539;F R;H24;NIL
EFINOB 35909;Wind turbine;644330.8N 0284916.5E;64.72521611;28.82125;755;1497;F R;H24;NIL
EFINOB 35910;Wind turbine;644300.1N 0285030.7E;64.71669389;28.84185611;755;1542;F R;H24;NIL
EFINOB 35911;Wind turbine;644247.9N 0285029.9E;64.713295;28.84164611;755;1556;F R;HN;NIL
EFINOB 35912;Wind turbine;644321.6N 0285122.2E;64.722655;28.85616111;755;1513;F R;HN;NIL
EFINOB 35913;Wind turbine;644316.2N 0285302.1E;64.72117389;28.88391889;755;1529;F R;H24;NIL
EFINOB 35917;Wind turbine;644316.9N 0285428.7E;64.72136;28.90797111;755;1513;F R;H24;NIL
EFINOB 35918;Wind turbine;644054.2N 0283642.1E;64.681725;28.61169889;755;1447;F R;HN;NIL
EFINOB 35920;Wind turbine;644334.7N 0285534.3E;64.72631194;28.92619;755;1520;F R;HN;NIL
EFINOB 35982;Mast;600004.4N 0232621.2E;60.0012181;23.43921934;407;555;F R;HN;Y
EFINOB 35983;Mast;641704.5N 0264501.2E;64.28457463;26.75033486;397;896;F R;HN;Y
EFINOB 35994;Wind turbine;615645.3N 0222058.4E;61.94591864;22.34954438;694;1056;F R;HN;NIL
EFINOB 35995;Wind turbine;615635.4N 0222002.8E;61.94316334;22.33411544;694;1066;F R;H24;NIL
EFINOB 35996;Wind turbine;615633.2N 0221924.4E;61.94255318;22.3234517;694;1048;F R;H24;NIL
EFINOB 35997;Wind turbine;615628.9N 0221832.0E;61.94135249;22.3089023;694;1046;F R;HN;NIL
EFINOB 35998;Wind turbine;615613.2N 0222016.7E;61.93700355;22.33795884;694;1053;F R;HN;NIL
EFINOB 35999;Wind turbine;615559.0N 0221848.0E;61.93306264;22.31334326;694;1060;F R;H24;NIL
EFINOB 36001;Wind turbine;615534.4N 0221908.0E;61.92620978;22.31889378;694;1060;F R;HN;NIL
EFINOB 36002;Wind turbine;615508.0N 0221755.2E;61.91887883;22.29865555;694;1047;F R;HN;NIL
EFINOB 36010;Wind turbine;642134.0N 0242658.0E;64.35944137;24.44943915;657;832;F R;HN;Y
EFINOB 36023;Mast;604358.5N 0213311.1E;60.73292385;21.55307712;460;517;FLG R;HN;Y
EFINOB 36024;Mast;612849.1N 0254736.6E;61.48030303;25.79350522;460;855;FLG R;HN;Y
EFINOB 36030;Mast;622947.0N 0222936.5E;62.49639514;22.4934622;460;904;FLG R;HN;Y
EFINOB 36060;Chimney;602738.3N 0220310.6E;60.46063005;22.05293062;361;384;F R;HN;Y
EFINOB 36115;Wind turbine;621250.1N 0214255.7E;62.2139198;21.71547307;689;933;FLG R;HN;NIL
EFINOB 36116;Wind turbine;621256.6N 0214332.4E;62.2157124;21.72566352;689;948;FLG R;HN;NIL
EFINOB 36163;Wind turbine;602529.7N 0265318.0E;60.42492423;26.88833131;476;487;FLG R;H24;NIL
EFINOB 36171;Wind turbine;653252.1N 0252053.9E;65.54781249;25.34830228;593;740;F R;H24;Y
EFINOB 36172;Wind turbine;653312.5N 0251708.5E;65.55347606;25.2856875;593;728;F R;H24;Y
EFINOB 36173;Wind turbine;653319.2N 0252137.0E;65.55533743;25.36028588;593;759;FLG W;H24;Y
EFINOB 36174;Wind turbine;653357.1N 0251848.9E;65.56587135;25.3135787;593;767;FLG W;H24;NIL
EFINOB 36178;Mast;625206.2N 0221913.7E;62.86839198;22.32046606;463;646;FLG R;HN;Y
EFINOB 36183;Wind turbine;634726.0N 0252142.9E;63.79055813;25.36190505;657;1124;F R;HN;NIL
EFINOB 36199;Wind turbine;653940.1N 0243257.5E;65.66114189;24.54930618;493;511;FLG R;H24;NIL
EFINOB 36200;Wind turbine;653943.8N 0243323.8E;65.66217611;24.55661417;493;517;FLG R;H24;NIL
EFINOB 36201;Wind turbine;653939.9N 0243353.1E;65.66107622;24.56475579;493;524;FLG R;H24;NIL
EFINOB 36206;Mast;632352.3N 0285450.9E;63.39786776;28.91413247;460;1296;FLG R;HN;Y
EFINOB 36229;Wind turbine;642906.0N 0244825.5E;64.48498944;24.80707972;689;1050;F R;HN;NIL
EFINOB 36230;Wind turbine;642915.1N 0244916.3E;64.48754148;24.82118112;689;1050;F R;HN;NIL
