"OBSTACLE_IDENTIFIER";"NAME";"HORISONTAL_ACCURACY";"HORISONTAL_ACCURACY_UOM";"LATITUDE";"LONGITUDE";"LATITUDE_DD";"LONGITUDE_DD";"HORISONTAL_RESOLUTION";"HORISONTAL_RESOLUTION_UOM";"HORISONTAL_EXTENT";"ELEVATION";"ELEVATION_UOM";"HEIGHT";"HEIGHT_UOM";"VERTICAL_ACCURACY";"VERTICAL_ACCURACY_UOM";"VERTICAL_EXTENT_ACC";"VERTICAL_EXTENT_ACC_UOM";"VERTICAL_RESOLUTION";"VERTICAL_RESOLUTION_UOM";"OBSTACLE_TYPE";"GEOMETRY_TYPE";"INTEGRITY";"DATESTAMP";"LIGHTING";"LIGHTING_CHARACTER";"MARKING";"STATUS";"REMARKS" 
"10419";"APPUNA";"10";"M";"582135.5N";"0145736.7E";"58.35986";"14.9602";"0.3";"Seconds";"";"843";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110819";"Y";"FLGR";"";"COMPLETED";"" 
"10420";"APPUNA";"10";"M";"582151.0N";"0145726.0E";"58.36417";"14.95722";"0.3";"Seconds";"";"846";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110819";"Y";"FLGR";"";"COMPLETED";"" 
"10423";"KÄVLINGE";"10";"M";"554940.5N";"0130744.2E";"55.82791";"13.12895";"0.3";"Seconds";"";"515";"FT";"410";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110819";"Y";"FLGR";"";"COMPLETED";"" 
"10424";"KÄVLINGE";"10";"M";"554934.5N";"0130804.2E";"55.82624";"13.13451";"0.3";"Seconds";"";"515";"FT";"410";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110819";"Y";"FLGR";"";"COMPLETED";"" 
"10425";"KÄVLINGE";"10";"M";"554928.4N";"0130824.2E";"55.82456";"13.14007";"0.3";"Seconds";"";"518";"FT";"410";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110819";"Y";"FLGR";"";"COMPLETED";"" 
"10426";"BORGHOLM";"10";"M";"565008.1N";"0164111.5E";"56.83558";"16.68653";"0.3";"Seconds";"";"499";"FT";"410";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10427";"BORGHOLM";"10";"M";"565020.7N";"0164115.2E";"56.83908";"16.68757";"0.3";"Seconds";"";"502";"FT";"410";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10428";"BORGHOLM";"10";"M";"565033.8N";"0164119.1E";"56.84272";"16.68864";"0.3";"Seconds";"";"499";"FT";"410";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10429";"BORGHOLM";"10";"M";"565046.7N";"0164122.9E";"56.8463";"16.68969";"0.3";"Seconds";"";"492";"FT";"410";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10432";"NÅDAGUBBLIDEN";"10";"M";"650628.4N";"0183925.1E";"65.10789";"18.65696";"0.3";"Seconds";"";"2087";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10433";"NÅDAGUBBLIDEN";"10";"M";"650613.3N";"0183955.2E";"65.10369";"18.66533";"0.3";"Seconds";"";"2054";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10434";"NÅDAGUBBLIDEN";"10";"M";"650634.3N";"0184033.1E";"65.10953";"18.67586";"0.3";"Seconds";"";"2087";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10435";"NÅDAGUBBLIDEN";"10";"M";"650656.5N";"0184018.6E";"65.11569";"18.67182";"0.3";"Seconds";"";"2093";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10436";"NÅDAGUBBLIDEN";"10";"M";"650644.7N";"0184057.4E";"65.11242";"18.68261";"0.3";"Seconds";"";"2070";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10437";"NÅDAGUBBLIDEN";"10";"M";"650657.1N";"0184130.5E";"65.11585";"18.6918";"0.3";"Seconds";"";"2024";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10438";"NÅDAGUBBLIDEN";"10";"M";"650702.9N";"0184218.5E";"65.11747";"18.70515";"0.3";"Seconds";"";"2018";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10439";"NÅDAGUBBLIDEN";"10";"M";"650641.7N";"0184238.8E";"65.11159";"18.71079";"0.3";"Seconds";"";"2037";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10440";"NÅDAGUBBLIDEN";"10";"M";"650651.6N";"0184310.5E";"65.11434";"18.71957";"0.3";"Seconds";"";"2051";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10441";"NÅDAGUBBLIDEN";"10";"M";"650700.7N";"0184340.4E";"65.11686";"18.72788";"0.3";"Seconds";"";"2064";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10442";"NÅDAGUBBLIDEN";"10";"M";"650653.0N";"0184422.9E";"65.11472";"18.73968";"0.3";"Seconds";"";"2113";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10443";"NÅDAGUBBLIDEN";"10";"M";"650639.6N";"0184454.8E";"65.11099";"18.74856";"0.3";"Seconds";"";"2159";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10444";"NÅDAGUBBLIDEN";"10";"M";"650624.6N";"0184535.1E";"65.10684";"18.75975";"0.3";"Seconds";"";"2129";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231116";"Y";"FLGR";"";"COMPLETED";"" 
"10445";"NÅDAGUBBLIDEN";"10";"M";"650649.5N";"0184600.0E";"65.11374";"18.76668";"0.3";"Seconds";"";"2037";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10446";"NÅDAGUBBLIDEN";"10";"M";"650652.1N";"0184711.4E";"65.11447";"18.78651";"0.3";"Seconds";"";"2018";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10447";"NÅDAGUBBLIDEN";"10";"M";"650656.1N";"0184808.3E";"65.11559";"18.80232";"0.3";"Seconds";"";"1998";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10448";"NÅDAGUBBLIDEN";"10";"M";"650640.0N";"0184823.1E";"65.11112";"18.80641";"0.3";"Seconds";"";"2024";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10449";"NÅDAGUBBLIDEN";"10";"M";"650649.8N";"0184913.5E";"65.11384";"18.82041";"0.3";"Seconds";"";"2016";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231116";"Y";"FLGR";"";"COMPLETED";"" 
"10450";"NÅDAGUBBLIDEN";"10";"M";"650627.3N";"0185045.7E";"65.10758";"18.84602";"0.3";"Seconds";"";"2047";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10451";"NÅDAGUBBLIDEN";"10";"M";"650605.0N";"0185111.8E";"65.10139";"18.85328";"0.3";"Seconds";"";"2018";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10452";"NÅDAGUBBLIDEN";"10";"M";"650644.9N";"0183944.6E";"65.11249";"18.66238";"0.3";"Seconds";"";"2096";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10453";"NÅDAGUBBLIDEN";"10";"M";"650645.2N";"0185006.5E";"65.11257";"18.83515";"0.3";"Seconds";"";"2034";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110822";"Y";"FLGR";"";"COMPLETED";"" 
"10468";"ÅMLIDEN";"10";"M";"650240.2N";"0190023.1E";"65.04451";"19.00641";"0.3";"Seconds";"";"2093";"FT";"335";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110824";"Y";"FLGR";"";"COMPLETED";"" 
"10469";"TORSÅS";"10";"M";"562325.6N";"0155701.9E";"56.39045";"15.95053";"0.3";"Seconds";"";"607";"FT";"476";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110824";"Y";"FLGR";"";"COMPLETED";"" 
"10470";"TORSÅS";"10";"M";"562255.7N";"0155555.7E";"56.38214";"15.93214";"0.3";"Seconds";"";"614";"FT";"476";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110824";"Y";"FLGR";"";"COMPLETED";"" 
"10471";"TORSÅS";"10";"M";"562313.8N";"0155634.4E";"56.38716";"15.94289";"0.3";"Seconds";"";"620";"FT";"476";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110825";"Y";"FLGR";"";"COMPLETED";"" 
"10472";"TORSÅS";"10";"M";"562229.5N";"0155433.9E";"56.37485";"15.90943";"0.3";"Seconds";"";"666";"FT";"476";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110825";"Y";"FLGR";"";"COMPLETED";"" 
"10473";"TORSÅS";"10";"M";"562246.0N";"0155520.9E";"56.37946";"15.92247";"0.3";"Seconds";"";"630";"FT";"476";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110825";"Y";"FLGR";"";"COMPLETED";"" 
"10474";"TORSÅS";"10";"M";"562304.4N";"0155511.4E";"56.38457";"15.91985";"0.3";"Seconds";"";"659";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231116";"Y";"FLGR";"";"COMPLETED";"" 
"10476";"HÖNEDAL";"10";"M";"560436.0N";"0141800.8E";"56.07667";"14.30022";"0.3";"Seconds";"";"463";"FT";"374";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110825";"Y";"FLGR";"";"COMPLETED";"" 
"10477";"HÖNEDAL";"10";"M";"560426.5N";"0141804.1E";"56.07403";"14.30114";"0.3";"Seconds";"";"463";"FT";"374";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110825";"Y";"FLGR";"";"COMPLETED";"" 
"10478";"HÖNEDAL";"10";"M";"560417.0N";"0141807.4E";"56.07138";"14.30206";"0.3";"Seconds";"";"459";"FT";"374";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110825";"Y";"FLGR";"";"COMPLETED";"" 
"10480";"KODE";"10";"M";"575529.8N";"0115216.4E";"57.92495";"11.87121";"0.3";"Seconds";"";"703";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231116";"Y";"FLGR";"";"COMPLETED";"" 
"10488";"HEMLIDEN";"10";"M";"651526.3N";"0185640.8E";"65.25729";"18.94467";"0.3";"Seconds";"";"2021";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10489";"HEMLIDEN";"10";"M";"651534.9N";"0185710.4E";"65.2597";"18.95289";"0.3";"Seconds";"";"2008";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10490";"JOKKMOKKSLIDEN";"10";"M";"651624.3N";"0185704.0E";"65.27343";"18.95112";"0.3";"Seconds";"";"2218";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10491";"JOKKMOKKSLIDEN";"10";"M";"651713.8N";"0185823.4E";"65.28717";"18.97317";"0.3";"Seconds";"";"2080";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10492";"TALLBERGET";"10";"M";"651743.4N";"0185737.9E";"65.29539";"18.96051";"0.3";"Seconds";"";"2067";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10493";"TALLBERGET";"10";"M";"651747.5N";"0185659.9E";"65.29654";"18.94997";"0.3";"Seconds";"";"2093";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10494";"ST. SVEDBERGET";"10";"M";"602123.4N";"0135643.5E";"60.35649";"13.94542";"0.3";"Seconds";"";"2149";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10495";"ST. SVEDBERGET";"10";"M";"602104.3N";"0135634.3E";"60.3512";"13.94286";"0.3";"Seconds";"";"2178";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10496";"ST. SVEDBERGET";"10";"M";"602050.1N";"0135651.7E";"60.34725";"13.94769";"0.3";"Seconds";"";"2297";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10497";"ST. SVEDBERGET";"10";"M";"602034.9N";"0135655.4E";"60.34303";"13.94873";"0.3";"Seconds";"";"2336";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10498";"ST. SVEDBERGET";"10";"M";"602016.2N";"0135649.8E";"60.33782";"13.94717";"0.3";"Seconds";"";"2247";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10499";"ST. SVEDBERGET";"10";"M";"602005.0N";"0135620.1E";"60.33473";"13.93891";"0.3";"Seconds";"";"2172";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10500";"ST. SVEDBERGET";"10";"M";"602014.0N";"0135536.9E";"60.33722";"13.92692";"0.3";"Seconds";"";"2175";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10501";"ST. SVEDBERGET";"10";"M";"602033.4N";"0135601.3E";"60.34261";"13.9337";"0.3";"Seconds";"";"2208";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10502";"ST. SVEDBERGET";"10";"M";"602050.5N";"0135548.8E";"60.34737";"13.93022";"0.3";"Seconds";"";"2192";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110826";"Y";"FLGR";"";"COMPLETED";"" 
"10504";"GRÄSTORP";"10";"M";"581738.1N";"0124636.6E";"58.29392";"12.77683";"0.3";"Seconds";"";"709";"FT";"459";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110831";"Y";"FLGR";"";"COMPLETED";"" 
"10505";"GRÄSTORP";"10";"M";"581721.9N";"0124629.2E";"58.28942";"12.77477";"0.3";"Seconds";"";"712";"FT";"459";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110831";"Y";"FLGR";"";"COMPLETED";"" 
"10506";"KLÅGERUP";"10";"M";"553647.6N";"0131602.4E";"55.61324";"13.26734";"0.3";"Seconds";"";"469";"FT";"417";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110920";"Y";"FLGR";"";"COMPLETED";"" 
"10507";"KLÅGERUP";"10";"M";"553637.9N";"0131613.6E";"55.61054";"13.27044";"0.3";"Seconds";"";"456";"FT";"417";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110920";"Y";"FLGR";"";"COMPLETED";"" 
"10508";"KLÅGERUP";"10";"M";"553628.2N";"0131624.7E";"55.60785";"13.27353";"0.3";"Seconds";"";"453";"FT";"417";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110920";"Y";"FLGR";"";"COMPLETED";"" 
"10509";"RAMSÅSA";"10";"M";"553427.7N";"0135334.4E";"55.57437";"13.89288";"0.3";"Seconds";"";"541";"FT";"328";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110923";"Y";"FLGR";"";"COMPLETED";"" 
"10510";"KLÅGERUP";"10";"M";"553644.5N";"0131428.5E";"55.61236";"13.24125";"0.3";"Seconds";"";"424";"FT";"390";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231116";"Y";"FLGR";"";"COMPLETED";"" 
"10512";"RAFTSJÖHÖJDEN";"10";"M";"633534.8N";"0145954.8E";"63.593";"14.99855";"0.3";"Seconds";"";"2034";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10513";"RAFTSJÖHÖJDEN";"10";"M";"633548.9N";"0145952.6E";"63.59692";"14.99795";"0.3";"Seconds";"";"2047";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10514";"RAFTSJÖHÖJDEN";"10";"M";"633526.4N";"0145931.9E";"63.59066";"14.99219";"0.3";"Seconds";"";"2018";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10515";"RAFTSJÖHÖJDEN";"10";"M";"633541.0N";"0145930.0E";"63.59472";"14.99167";"0.3";"Seconds";"";"2080";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10519";"SUNDSMARKEN";"10";"M";"584714.4N";"0135609.2E";"58.78733";"13.93589";"0.3";"Seconds";"";"656";"FT";"476";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10520";"SUNDSMARKEN";"10";"M";"584642.2N";"0135627.4E";"58.77838";"13.94094";"0.3";"Seconds";"";"702";"FT";"476";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10521";"SUNDSMARKEN";"10";"M";"584657.9N";"0135601.9E";"58.78276";"13.93386";"0.3";"Seconds";"";"682";"FT";"476";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10522";"HÄRJEVAD";"10";"M";"582051.4N";"0130319.3E";"58.3476";"13.05535";"0.3";"Seconds";"";"696";"FT";"459";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10523";"HÄRJEVAD";"10";"M";"582058.5N";"0130258.7E";"58.34958";"13.04965";"0.3";"Seconds";"";"699";"FT";"459";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10524";"LÄPPE";"10";"M";"590808.4N";"0155134.4E";"59.13566";"15.85956";"0.3";"Seconds";"";"758";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10526";"GABRIELSBERGET";"10";"M";"633303.2N";"0191326.8E";"63.55088";"19.2241";"0.3";"Seconds";"";"1240";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10527";"GABRIELSBERGET";"10";"M";"633257.4N";"0191524.0E";"63.54927";"19.25666";"0.3";"Seconds";"";"1178";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10528";"GABRIELSBERGET";"10";"M";"633309.2N";"0191727.9E";"63.55255";"19.29109";"0.3";"Seconds";"";"1122";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10529";"GABRIELSBERGET";"10";"M";"633252.4N";"0191544.5E";"63.54788";"19.26237";"0.3";"Seconds";"";"1201";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10530";"GABRIELSBERGET";"10";"M";"633242.1N";"0191550.5E";"63.54503";"19.26402";"0.3";"Seconds";"";"1204";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10531";"GABRIELSBERGET";"10";"M";"633230.4N";"0191606.7E";"63.54179";"19.26851";"0.3";"Seconds";"";"1214";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10532";"GABRIELSBERGET";"10";"M";"633241.0N";"0191735.1E";"63.54472";"19.2931";"0.3";"Seconds";"";"1165";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10533";"GABRIELSBERGET";"10";"M";"633249.9N";"0191817.3E";"63.54718";"19.30479";"0.3";"Seconds";"";"1129";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10534";"GABRIELSBERGET";"10";"M";"633257.0N";"0191703.1E";"63.54916";"19.28419";"0.3";"Seconds";"";"1132";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10535";"GABRIELSBERGET";"10";"M";"633238.0N";"0191424.8E";"63.54388";"19.24023";"0.3";"Seconds";"";"1220";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10536";"GABRIELSBERGET";"10";"M";"633250.7N";"0191419.5E";"63.54741";"19.23876";"0.3";"Seconds";"";"1217";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10537";"GABRIELSBERGET";"10";"M";"633240.7N";"0191350.9E";"63.54464";"19.23079";"0.3";"Seconds";"";"1201";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10538";"GABRIELSBERGET";"10";"M";"633248.6N";"0191332.2E";"63.54684";"19.2256";"0.3";"Seconds";"";"1227";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10539";"GABRIELSBERGET";"10";"M";"633311.6N";"0191430.6E";"63.55323";"19.24183";"0.3";"Seconds";"";"1198";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10540";"GABRIELSBERGET";"10";"M";"633324.7N";"0191450.2E";"63.55685";"19.24726";"0.3";"Seconds";"";"1184";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10541";"GABRIELSBERGET";"10";"M";"633305.4N";"0191354.1E";"63.55151";"19.23169";"0.3";"Seconds";"";"1230";"FT";"489";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10549";"NORRHULT KLAVRESTRÖM";"10";"M";"570802.5N";"0150541.2E";"57.13404";"15.09478";"0.3";"Seconds";"";"1289";"FT";"331";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGW";"";"COMPLETED";"" 
"10550";"TOLVMANSTEGEN";"10";"M";"585248.3N";"0112450.3E";"58.88008";"11.41398";"0.3";"Seconds";"";"942";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20110928";"Y";"FLGR";"";"COMPLETED";"" 
"10551";"TOLVMANSTEGEN";"10";"M";"585247.9N";"0112521.8E";"58.87998";"11.42272";"0.3";"Seconds";"";"1018";"FT";"492";"FT";"5";"M";"5";"M";"1";"M";"WINDMILL";"POINT";"ROUTINE";"20231116";"Y";"FLGR";"";"COMPLETED";"" 
